"ZONA";"ICDO";"SEXE";"ANY";"M01";"M02";"M03";"M04";"M05";"M06";"M07";"M08";"M09";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18"
"R0003";99;0;1988;2;1;0;0;0;0;2;3;8;9;21;28;34;65;64;63;45;40
"P4300";100;0;1988;3;1;2;0;4;4;5;11;15;24;46;101;104;169;173;167;119;102
"R0002";100;0;1988;1;0;2;0;4;4;3;8;7;15;26;73;70;104;109;104;72;64
"R0003";100;0;1988;2;1;0;0;0;0;2;3;8;9;20;28;34;65;63;63;45;38
"P4300";106;0;1988;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0002";106;0;1988;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";107;0;1988;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";107;0;1988;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";108;0;1988;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0002";108;0;1988;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";108;0;1988;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";110;0;1988;2;0;0;0;0;0;1;2;4;5;5;16;11;25;23;25;18;15
"R0002";110;0;1988;1;0;0;0;0;0;0;2;2;4;4;11;7;19;11;15;11;11
"R0003";110;0;1988;1;0;0;0;0;0;1;0;2;1;1;5;4;6;12;10;7;4
"P4300";111;0;1988;2;0;0;0;0;0;1;1;4;5;4;16;11;22;21;21;14;15
"R0002";111;0;1988;1;0;0;0;0;0;0;1;2;4;4;11;7;16;11;11;9;11
"R0003";111;0;1988;1;0;0;0;0;0;1;0;2;1;0;5;4;6;10;10;5;4
"P4300";666;0;1988;0;0;0;0;2;1;2;7;9;14;27;57;62;107;104;101;66;56
"R0002";666;0;1988;0;0;0;0;2;1;1;4;5;9;14;43;42;66;63;65;44;35
"R0003";666;0;1988;0;0;0;0;0;0;1;3;4;5;13;14;20;41;41;36;21;21
"P4300";667;0;1988;0;0;0;0;0;0;1;2;2;10;9;34;31;45;59;41;29;15
"R0002";667;0;1988;0;0;0;0;0;0;0;0;1;7;7;26;19;33;34;28;24;9
"R0003";667;0;1988;0;0;0;0;0;0;1;2;1;3;2;8;12;12;25;13;4;6
"P4300";1;0;1989;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0
"R0002";1;0;1989;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"R0003";1;0;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0
"P4300";2;0;1989;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;0;1
"R0002";2;0;1989;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1
"R0003";2;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"P4300";3;0;1989;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;0;0;1
"R0002";3;0;1989;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;1
"R0003";3;0;1989;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"P4300";5;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1
"R0002";5;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
"R0003";5;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"P4300";6;0;1989;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"R0002";6;0;1989;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"P4300";7;0;1989;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;1;1
"R0002";7;0;1989;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1
"R0003";7;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"P4300";8;0;1989;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";8;0;1989;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"P4300";9;0;1989;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0
"R0002";9;0;1989;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0
"R0003";9;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"P4300";10;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"R0002";10;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";10;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"P4300";11;0;1989;0;0;0;0;0;0;0;0;0;2;2;3;3;1;1;3;1;1
"R0002";11;0;1989;0;0;0;0;0;0;0;0;0;2;1;3;2;0;0;2;0;1
"R0003";11;0;1989;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0
"P4300";11,5;0;1989;0;0;0;0;0;0;0;0;1;2;3;6;5;4;2;2;1;3
"R0002";11,5;0;1989;0;0;0;0;0;0;0;0;1;2;1;6;3;3;1;1;0;3
"R0003";11,5;0;1989;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;1;1;0
"P4300";12;0;1989;0;0;0;0;0;0;0;0;1;3;4;7;6;4;3;3;2;3
"R0002";12;0;1989;0;0;0;0;0;0;0;0;1;2;2;7;3;3;1;2;0;3
"R0003";12;0;1989;0;0;0;0;0;0;0;0;0;1;2;0;3;1;2;1;2;0
"P4300";13;0;1989;0;0;0;0;0;0;0;0;1;0;4;4;3;3;3;4;1;0
"R0002";13;0;1989;0;0;0;0;0;0;0;0;1;0;3;3;2;2;3;1;1;0
"R0003";13;0;1989;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;0
"P4300";14;0;1989;0;0;0;0;0;0;1;1;2;3;5;4;13;10;17;11;11;12
"R0002";14;0;1989;0;0;0;0;0;0;1;0;2;3;4;4;11;7;12;8;7;9
"R0003";14;0;1989;0;0;0;0;0;0;0;1;0;0;1;0;2;3;5;3;4;3
"P4300";15;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0
"R0002";15;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"R0003";15;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"P4300";16;0;1989;0;0;0;0;0;0;1;1;0;1;1;4;11;13;19;18;11;9
"R0002";16;0;1989;0;0;0;0;0;0;0;1;0;1;1;3;9;6;14;14;5;5
"R0003";16;0;1989;0;0;0;0;0;0;1;0;0;0;0;1;2;7;5;4;6;4
"P4300";17;0;1989;0;0;0;0;0;0;0;0;0;2;2;4;4;7;9;9;9;5
"R0002";17;0;1989;0;0;0;0;0;0;0;0;0;0;0;3;4;4;5;3;5;2
"R0003";17;0;1989;0;0;0;0;0;0;0;0;0;2;2;1;0;3;4;6;4;3
"P4300";18;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
"R0002";18;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
"P4300";19;0;1989;0;0;0;0;0;0;0;0;0;2;2;5;4;8;9;9;10;5
"R0002";19;0;1989;0;0;0;0;0;0;0;0;0;0;0;4;4;5;5;3;6;2
"R0003";19;0;1989;0;0;0;0;0;0;0;0;0;2;2;1;0;3;4;6;4;3
"P4300";20;0;1989;0;0;0;0;0;0;1;1;0;3;3;9;15;21;28;27;21;14
"R0002";20;0;1989;0;0;0;0;0;0;0;1;0;1;1;7;13;11;19;17;11;7
"R0003";20;0;1989;0;0;0;0;0;0;1;0;0;2;2;2;2;10;9;10;10;7
"P4300";21;0;1989;0;0;0;0;0;0;0;0;0;0;2;1;4;3;3;7;1;5
"R0002";21;0;1989;0;0;0;0;0;0;0;0;0;0;2;1;2;2;3;5;0;1
"R0003";21;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;4
"P4300";22;0;1989;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;2;4;6
"R0002";22;0;1989;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;2;2;2
"R0003";22;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;4
"P4300";23;0;1989;0;0;0;0;0;1;0;0;0;0;1;2;6;6;7;2;2;2
"R0002";23;0;1989;0;0;0;0;0;1;0;0;0;0;1;1;5;6;4;0;1;1
"R0003";23;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;1
"P4300";24;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0
"R0002";24;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"R0003";24;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
"P4300";25;0;1989;0;0;0;0;0;1;2;2;3;6;17;21;43;47;61;54;40;39
"R0002";25;0;1989;0;0;0;0;0;1;1;1;3;4;13;17;34;31;43;33;22;20
"R0003";25;0;1989;0;0;0;0;0;0;1;1;0;2;4;4;9;16;18;20;18;19
"P4300";27;0;1989;0;0;0;0;0;0;0;0;0;3;0;3;1;2;3;0;2;1
"R0002";27;0;1989;0;0;0;0;0;0;0;0;0;3;0;1;1;1;2;0;0;1
"R0003";27;0;1989;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;2;0
"P4300";28;0;1989;0;0;0;0;0;0;1;0;5;7;6;23;26;32;20;25;12;6
"R0002";28;0;1989;0;0;0;0;0;0;0;0;3;6;2;17;16;26;12;14;5;6
"R0003";28;0;1989;0;0;0;0;0;0;1;0;2;1;4;6;10;6;8;11;7;0
"P4300";29;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0002";29;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"P4300";30;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";30;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"P4300";31;0;1989;0;0;0;0;0;0;1;0;5;10;6;26;28;34;23;25;14;7
"R0002";31;0;1989;0;0;0;0;0;0;0;0;3;9;2;18;18;27;14;14;5;7
"R0003";31;0;1989;0;0;0;0;0;0;1;0;2;1;4;8;10;7;9;11;9;0
"P4300";32;0;1989;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0
"R0002";32;0;1989;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0
"P4300";34;0;1989;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"R0002";34;0;1989;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"P4300";36;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
"R0002";36;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
"P4300";37;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"R0002";37;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"P4300";39;0;1989;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3
"R0002";39;0;1989;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3
"P4300";40;0;1989;1;0;0;0;1;0;0;0;1;0;0;0;2;1;0;1;2;3
"R0002";40;0;1989;1;0;0;0;1;0;0;0;1;0;0;0;2;1;0;1;2;3
"P4300";41;0;1989;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0
"R0002";41;0;1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";41;0;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"P4300";42;0;1989;0;0;0;0;0;1;0;0;0;2;0;0;0;2;1;1;0;0
"R0002";42;0;1989;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0
"R0003";42;0;1989;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0
"P4300";43;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;4;8
"R0002";43;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4
"R0003";43;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;4
"P4300";44;0;1989;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;4;4;8
"R0002";44;0;1989;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;2;4
"R0003";44;0;1989;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;2;4
"P4300";45;0;1989;0;0;0;0;0;0;0;5;2;6;6;7;11;12;5;12;10;9
"R0002";45;0;1989;0;0;0;0;0;0;0;3;2;3;5;5;8;9;2;9;8;5
"R0003";45;0;1989;0;0;0;0;0;0;0;2;0;3;1;2;3;3;3;3;2;4
"P4300";46;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;2
"R0002";46;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2
"R0003";46;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"P4300";48;0;1989;0;0;0;0;0;0;0;2;1;2;0;1;2;1;2;0;0;4
"R0002";48;0;1989;0;0;0;0;0;0;0;1;1;1;0;1;2;1;2;0;0;2
"R0003";48;0;1989;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"P4300";49;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;5;3;3
"R0002";49;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;3;2
"R0003";49;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"P4300";50;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"R0002";50;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";50;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"P4300";51;0;1989;0;0;0;0;0;1;0;1;1;1;0;2;2;8;3;3;1;1
"R0002";51;0;1989;0;0;0;0;0;1;0;1;1;1;0;2;2;5;1;3;1;1
"R0003";51;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0
"P4300";53;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;2
"R0002";53;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2
"R0003";53;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"P4300";55;0;1989;0;0;0;0;0;1;0;3;2;3;0;3;9;12;10;8;4;11
"R0002";55;0;1989;0;0;0;0;0;1;0;2;2;2;0;3;6;9;7;7;4;7
"R0003";55;0;1989;0;0;0;0;0;0;0;1;0;1;0;0;3;3;3;1;0;4
"P4300";56;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"R0002";56;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"P4300";57;0;1989;0;0;0;0;0;0;0;0;0;0;1;2;4;7;7;16;12;16
"R0002";57;0;1989;0;0;0;0;0;0;0;0;0;0;1;2;2;5;7;11;9;11
"R0003";57;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;3;5
"P4300";58;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"R0002";58;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"P4300";60;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"R0002";60;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
"P4300";61;0;1989;0;0;0;0;0;0;0;0;0;0;1;3;5;7;7;17;12;17
"R0002";61;0;1989;0;0;0;0;0;0;0;0;0;0;1;3;3;5;7;12;9;12
"R0003";61;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;3;5
"P4300";62;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;3;3;1
"R0002";62;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;2;0
"R0003";62;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;1
"P4300";63;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
"R0002";63;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
"R0003";63;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"P4300";64;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0002";64;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"P4300";65;0;1989;0;0;0;0;0;0;0;0;0;0;0;3;3;5;7;11;6;9
"R0002";65;0;1989;0;0;0;0;0;0;0;0;0;0;0;2;2;3;7;9;4;9
"R0003";65;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;2;0
"P4300";66;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0002";66;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"P4300";67;0;1989;0;0;0;0;0;0;0;0;0;0;0;2;4;5;2;5;3;1
"R0002";67;0;1989;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;2;2;0
"R0003";67;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;1;1
"P4300";68;0;1989;0;0;0;0;0;0;0;0;0;0;0;5;7;10;9;16;9;10
"R0002";68;0;1989;0;0;0;0;0;0;0;0;0;0;0;4;4;7;8;11;6;9
"R0003";68;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;5;3;1
"P4300";69;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"R0002";69;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"P4300";70;0;1989;0;0;0;1;1;0;1;3;1;1;2;1;4;6;4;0;0;0
"R0002";70;0;1989;0;0;0;0;0;0;1;2;1;1;0;0;3;5;3;0;0;0
"R0003";70;0;1989;0;0;0;1;1;0;0;1;0;0;2;1;1;1;1;0;0;0
"P4300";71;0;1989;0;1;0;1;1;0;1;3;1;1;2;1;4;7;4;0;0;0
"R0002";71;0;1989;0;1;0;0;0;0;1;2;1;1;0;0;3;5;3;0;0;0
"R0003";71;0;1989;0;0;0;1;1;0;0;1;0;0;2;1;1;2;1;0;0;0
"P4300";71,1;0;1989;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0002";71,1;0;1989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";71,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"P4300";72;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";72;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"P4300";73;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"R0003";73;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"P4300";74;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0002";74;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"P4300";75;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
"R0002";75;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";75;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"P4300";76;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0
"R0002";76;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";76;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0
"P4300";77;0;1989;0;0;0;0;1;1;1;1;2;1;0;0;2;0;0;0;0;0
"R0002";77;0;1989;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"R0003";77;0;1989;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0
"P4300";78;0;1989;0;0;0;0;1;0;0;1;1;0;0;0;1;4;3;3;2;3
"R0002";78;0;1989;0;0;0;0;0;0;0;1;1;0;0;0;0;3;1;0;2;1
"R0003";78;0;1989;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;3;0;2
"P4300";81;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;2;0
"R0002";81;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;2;0
"R0003";81;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
"P4300";82;0;1989;0;0;0;0;2;1;1;2;3;1;0;0;7;6;5;5;4;3
"R0002";82;0;1989;0;0;0;0;1;1;1;2;1;0;0;0;3;4;3;1;4;1
"R0003";82;0;1989;0;0;0;0;1;0;0;0;2;1;0;0;4;2;2;4;0;2
"P4300";83;0;1989;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;2;1;0
"R0002";83;0;1989;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
"R0003";83;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"P4300";84;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;2;7;1;3;1;1
"R0002";84;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;0
"R0003";84;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;1
"P4300";84,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0002";84,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"P4300";86;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1
"R0002";86;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
"R0003";86;0;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"P4300";87;0;1989;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"R0002";87;0;1989;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"P4300";88;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0
"R0002";88;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
"R0003";88;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"P4300";89;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;1;0;0
"R0002";89;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
"R0003";89;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"P4300";90;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1
"R0002";90;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"R0003";90;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"P4300";91;0;1989;0;0;1;0;0;0;0;0;1;0;0;1;4;8;3;5;3;2
"R0002";91;0;1989;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;5;2;1
"R0003";91;0;1989;0;0;0;0;0;0;0;0;1;0;0;1;2;6;1;0;1;1
"P4300";94;0;1989;0;0;1;0;2;1;1;2;4;1;0;1;11;14;8;10;7;5
"R0002";94;0;1989;0;0;1;0;1;1;1;2;1;0;0;0;5;6;5;6;6;2
"R0003";94;0;1989;0;0;0;0;1;0;0;0;3;1;0;1;6;8;3;4;1;3
"P4300";95;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;4;1
"R0002";95;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1
"R0003";95;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0
"P4300";95,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"R0002";95,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"R0003";95,1;0;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"P4300";96;0;1989;0;0;0;0;0;0;0;1;2;0;2;3;7;8;18;13;12;2
"R0002";96;0;1989;0;0;0;0;0;0;0;1;1;0;2;3;6;6;10;7;7;1
"R0003";96;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;1;2;8;6;5;1
"P4300";97;0;1989;0;0;0;0;0;0;0;1;2;0;2;3;7;8;19;14;13;3
"R0002";97;0;1989;0;0;0;0;0;0;0;1;1;0;2;3;6;6;11;7;7;2
"R0003";97;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;1;2;8;7;6;1
"P4300";98;0;1989;1;0;0;0;0;0;0;1;2;0;2;3;8;10;19;15;17;3
"R0002";98;0;1989;1;0;0;0;0;0;0;1;1;0;2;3;7;6;11;7;10;2
"R0003";98;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;1;4;8;8;7;1
"P4300";99;0;1989;1;1;2;1;4;4;6;16;21;31;38;77;135;162;150;167;124;115
"R0002";99;0;1989;1;1;2;0;2;4;4;11;15;21;25;60;93;111;102;106;75;74
"R0003";99;0;1989;0;0;0;1;2;0;2;5;6;10;13;17;42;51;48;60;49;41
"P4300";100;0;1989;1;1;2;1;4;4;6;16;21;31;38;77;134;161;150;164;120;107
"R0002";100;0;1989;1;1;2;0;2;4;4;11;15;21;25;60;93;110;102;104;73;70
"R0003";100;0;1989;0;0;0;1;2;0;2;5;6;10;13;17;41;51;48;59;47;37
"P4300";106;0;1989;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0002";106;0;1989;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";107;0;1989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0002";107;0;1989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";108;0;1989;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0002";108;0;1989;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P4300";110;0;1989;1;0;1;0;1;0;1;1;3;0;4;5;18;20;27;23;25;16
"R0002";110;0;1989;1;0;1;0;1;0;1;1;2;0;4;5;14;13;17;13;15;10
"R0003";110;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;4;7;10;10;10;6
"P4300";111;0;1989;1;0;0;0;0;0;0;1;2;0;2;4;17;17;24;19;19;7
"R0002";111;0;1989;1;0;0;0;0;0;0;1;1;0;2;4;14;10;15;9;11;5
"R0003";111;0;1989;0;0;0;0;0;0;0;0;1;0;0;0;3;7;9;10;8;2
"P4300";666;0;1989;0;0;0;0;0;2;3;5;11;21;24;59;86;106;99;99;61;58
"R0002";666;0;1989;0;0;0;0;0;2;1;3;9;16;14;46;61;71;68;63;32;39
"R0003";666;0;1989;0;0;0;0;0;0;2;2;2;5;10;13;25;35;31;35;29;19
"P4300";667;0;1989;0;0;0;0;0;0;1;0;7;12;12;40;39;48;37;43;22;18
"R0002";667;0;1989;0;0;0;0;0;0;0;0;5;10;6;30;24;36;26;26;10;18
